,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-30-ZFR95MN1Q3L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZH0SR9593KMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZH99BMEMR326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZH99DMEMR326,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZOWURMJKYOSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZPQR16ZSIJ7K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZPQR17NS5J7K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-30-ZXHY13KK761R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-31-04SXQ3V2Y7RZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-0VL8K87SIRMMB,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-12Z4R95MKM9KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-13KK761RNNMJ0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-13M87SFR2W9J0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-14PSR9O933IKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0
tRF-31-184KISQIY5LSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-31-18XJHJX78OP3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-18Y3E7QN7JLPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-31-18YKISQI45LSD,2.33,26.21,0.0,10.88,2.53,14.04,16.1,4.77,0.0,0.0,9.42,4.64,0.0,4.49,16.44,11.1,0.0,11.26,15.09,0.0,0.0,0.0,0.0,0.0
tRF-31-1E6SF8WO6VXWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-1FNJ47D112Z40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-1FQH834QD7OKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-1HPSR9O9337KB,0.0,17.48,8.16,0.0,7.6,7.02,0.0,9.55,16.34,0.0,0.0,4.64,13.43,0.0,0.0,16.64,12.87,11.26,0.0,6.84,1.84,0.0,0.0,6.74
tRF-31-1KSLQ673FJIYB,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-1MNKYUPR18B6D,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-1NR8YUP6KP6HD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-1W6SF8WO6V9EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0
tRF-31-247383RPD9W1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0
tRF-31-299DWUH6QE30E,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-2J1Y0SR9593JD,0.0,0.0,0.0,21.77,2.53,0.0,0.0,9.55,0.0,0.0,0.0,9.27,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0
tRF-31-2QR7F8YKIR9NE,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-2R1HPSR9O9330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81,0.0,0.0
tRF-31-2S3HPSR95933D,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,18.84,0.0,0.0,0.0,0.0,0.0,0.0,16.89,0.0,0.0,0.0,0.0,10.76,0.0
tRF-31-2VR008R959KUD,2.33,0.0,4.08,0.0,0.0,14.04,8.05,4.77,16.34,0.0,18.84,0.0,0.0,0.0,0.0,33.29,0.0,0.0,0.0,0.0,0.0,12.81,0.0,0.0
tRF-31-2VR008R9D9KUD,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,37.68,0.0,0.0,4.49,0.0,0.0,6.43,0.0,0.0,0.0,1.84,0.0,21.51,0.0
tRF-31-2VR0PSR9593JD,11.64,0.0,4.08,0.0,0.0,14.04,0.0,9.55,0.0,15.16,28.26,0.0,13.43,0.0,8.22,0.0,25.74,16.89,0.0,41.05,0.0,8.54,43.03,6.74
tRF-31-309NDJ58EVUMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-31-3196L85DMKYUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-31QJ3KYUYRR60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-32VIJMRPFQJDE,16.3,34.95,24.47,32.65,7.6,21.05,4.03,14.32,0.0,0.0,94.19,23.18,0.0,4.49,8.22,16.64,45.04,28.14,0.0,20.53,3.67,8.54,64.54,0.0
tRF-31-34HWH3RXSINHE,0.0,0.0,4.08,10.88,5.06,0.0,12.08,4.77,16.34,20.21,0.0,4.64,13.43,0.0,0.0,5.55,6.43,16.89,0.0,0.0,0.0,0.0,32.27,6.74
tRF-31-381H93WB86N70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-389MV47P596VE,351.67,690.26,297.71,478.94,526.68,540.36,289.87,505.97,457.38,328.37,744.12,584.23,469.98,251.26,509.61,1065.23,353.92,607.9,430.07,526.86,211.31,268.98,1183.27,222.45
tRF-31-389MV4QP596VE,0.0,0.0,0.0,0.0,5.06,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,7.55,0.0,0.0,0.0,0.0,0.0
tRF-31-38MMV47P596VE,0.0,0.0,0.0,10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-3H91U45O6WNDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-3IRW18V6XO59D,37.26,104.85,81.56,119.73,83.56,70.18,24.16,76.37,114.35,45.47,160.13,32.46,67.14,35.89,65.76,160.89,57.91,61.92,60.36,102.64,33.07,76.85,225.9,47.19
tRF-31-3JVIJM5PFQ5DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-3JVIJMRPFQ5DD,13.97,61.16,20.39,76.19,53.17,49.12,16.1,109.79,81.68,0.0,150.71,37.09,40.28,26.92,41.1,116.51,83.65,67.54,37.73,61.58,7.35,38.43,75.3,6.74
tRF-31-3JVIJMRPFQ5DE,188.64,428.14,179.44,337.43,359.56,477.2,104.68,477.33,555.39,166.71,565.16,459.03,295.42,125.63,402.76,743.44,263.83,303.95,301.8,260.01,90.04,226.28,731.47,222.45
tRF-31-3JVIJMRPFQRDE,62.88,209.7,118.27,217.7,169.65,175.44,120.78,143.2,359.37,85.88,301.42,102.01,174.56,49.35,156.17,388.36,186.61,163.23,90.54,157.37,47.77,76.85,451.79,87.63
tRF-31-3SY3H3RUSMKVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-436X6NMHN90VD,0.0,0.0,0.0,0.0,0.0,7.02,0.0,4.77,0.0,5.05,0.0,9.27,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,8.54,0.0,0.0
tRF-31-43RX6NMH490VD,2.33,0.0,0.0,0.0,0.0,14.04,4.03,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,6.84,0.0,8.54,0.0,0.0
tRF-31-4JRX6N38Z9060,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-4PW3FJIKE7UME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-4R94SX73V2Y8D,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,5.55,0.0,0.0,0.0,0.0,0.0,0.0,21.51,0.0
tRF-31-4W9MVKS4I7LZD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-4W9MVKS4I7LZE,2.33,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-4WVLV470VR31E,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-31-4YO9XEKJ5R5ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-596VW631QJ3KE,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-5DMKYOYRLHR0D,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-5DMKYUYRLHR0D,0.0,0.0,16.31,0.0,2.53,0.0,0.0,0.0,32.67,0.0,18.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,43.03,0.0
tRF-31-5HSX1HN2Y0QRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-5P4PW3FJHPEZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-5R93WB86Q3P9D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0
tRF-31-5Y93W086W8SVD,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-623K7SIR3DR20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-64PU7340Q1FID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-64PU73UKMYOZB,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-65947673FEWSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-66XMSL73VL4YD,2.33,0.0,8.16,10.88,0.0,21.05,0.0,0.0,0.0,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,0.0,0.0,6.84,1.84,0.0,10.76,0.0
tRF-31-67M8LOMLQHWUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6978WP9LXN4VE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6978WPRLXN48E,51.24,69.9,24.47,10.88,15.19,28.07,36.23,28.64,65.34,20.21,47.1,23.18,13.43,8.97,8.22,99.87,19.3,22.51,22.64,13.68,20.21,17.08,43.03,101.11
tRF-31-6998LO9EFVI8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-69M8LO9EFVI8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6Q9476I3FEWSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6QJ188FYRE980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6QR47673FEWSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,3.67,0.0,0.0,0.0
tRF-31-6RJ89O9NF5W8B,6.99,8.74,8.16,0.0,2.53,0.0,20.13,4.77,16.34,10.1,0.0,9.27,0.0,0.0,8.22,11.1,0.0,11.26,0.0,6.84,3.67,0.0,10.76,20.22
tRF-31-6RRNLIK898O1B,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6RRNLIK8V8O1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-6RVP4PRNFJE8E,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,11.1,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-31-6SXMSL73VL4YD,2477.98,2446.5,5432.17,4756.72,5555.43,2701.81,3760.32,1990.48,6615.7,3152.36,3372.11,2318.36,6996.01,3777.8,6181.11,4760.24,3204.59,2859.38,1803.28,7184.5,2802.14,2770.88,4743.82,2837.92
tRF-31-6XQ6S8V0J8O9E,13.97,8.74,8.16,43.54,12.66,7.02,4.03,4.77,0.0,0.0,0.0,9.27,0.0,4.49,0.0,27.74,6.43,0.0,7.55,6.84,1.84,4.27,32.27,0.0
tRF-31-6XQ6S8V0JUO9E,83.84,104.85,65.25,130.62,58.24,77.19,60.39,181.39,0.0,95.99,169.55,204.02,53.71,40.38,213.71,155.35,64.35,106.95,83.0,123.16,9.19,98.2,139.84,6.74
tRF-31-7343RX6NMH49B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-73FEWS3V2VR00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-73VL4YMY91PJB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-79M89P9NH5ISD,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-79MP909NH57SD,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,6.74
tRF-31-79MP9P9MH57SD,4.66,0.0,16.31,21.77,5.06,7.02,4.03,14.32,16.34,5.05,18.84,0.0,0.0,0.0,0.0,11.1,0.0,11.26,0.0,0.0,3.67,0.0,32.27,26.96
tRF-31-79MP9P9NH57YD,9.32,8.74,0.0,0.0,0.0,7.02,4.03,0.0,0.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74
tRF-31-79MP9PMNH5ISD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-7EMQ18Y3E7QN0,4.66,8.74,0.0,32.65,0.0,7.02,0.0,0.0,0.0,15.16,47.1,18.55,0.0,0.0,0.0,5.55,12.87,5.63,0.0,13.68,11.02,8.54,10.76,6.74
tRF-31-7IR1JOKP1M58B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-7LI3VF4YO9XED,4.66,0.0,0.0,0.0,2.53,7.02,8.05,9.55,32.67,0.0,9.42,0.0,0.0,0.0,0.0,11.1,0.0,5.63,0.0,6.84,0.0,0.0,0.0,0.0
tRF-31-7LI3VF4YOZXED,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,8.22,0.0,0.0,11.26,0.0,0.0,0.0,0.0,0.0,6.74
tRF-31-7RH3SJRX8HWVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-7SQWU1O0789ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22
tRF-31-81JJ6RRNLIK8E,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-821IQ4YUH5S80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-82FN5KYUSRYW0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-31-83ML5F82NZD70,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-83ML5F924ZD7D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-83ML5F924ZDRD,2.33,8.74,0.0,0.0,0.0,0.0,0.0,0.0,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,1.84,0.0,0.0,0.0
tRF-31-83ML5FX24ZD7D,0.0,17.48,0.0,21.77,0.0,0.0,0.0,4.77,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0,6.43,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-8422YRI7XUK80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-31-86J8WPMN1E8Y0,281.8,340.76,240.61,272.12,364.62,364.92,338.19,329.36,343.04,293.01,433.29,268.93,483.41,273.69,723.32,1287.15,534.1,495.33,248.99,355.8,196.61,286.05,451.79,1483.0
tRF-31-86V8WPMN1E8Y0,267.83,270.86,171.28,250.35,260.81,217.55,241.56,267.31,408.38,287.96,301.42,157.65,550.55,287.15,410.98,1009.75,321.75,332.09,181.08,348.96,191.1,260.44,215.14,1280.77
tRF-31-87R8WP9I1EWJ0,188.64,69.9,57.09,54.42,50.64,84.21,84.55,71.6,114.35,90.93,113.03,208.65,53.71,94.22,90.42,338.43,83.65,78.8,60.36,88.95,58.8,72.58,75.3,269.64
tRF-31-87R8WP9N1EWJ0,107351.96,34819.0,41503.88,47131.82,19856.73,29712.91,38400.37,25694.88,44186.35,62057.02,60405.97,84647.84,34563.79,32227.96,52703.82,85900.7,36042.01,40808.06,37823.69,79022.63,44538.4,34527.07,37767.71,145987.81
tRF-31-897PVP941QKSD,6.99,26.21,8.16,10.88,12.66,21.05,20.13,19.09,0.0,15.16,0.0,23.18,13.43,22.43,16.44,27.74,6.43,16.89,7.55,20.53,5.51,4.27,21.51,13.48
